,Unnamed: 0,area_type,location,size,society,total_sqft,bath,balcony,price
12036,12503,Super built-up  Area,Brooke Bond First Cross,3 BHK,Soosea ,1720,3.0,1.0,95.0
4222,4277,Super built-up  Area,Haralur Road,2 BHK,,1027,2.0,1.0,44.0
91,91,Super built-up  Area,Electronic City,2 BHK,,1000,2.0,1.0,28.88
2266,2280,Built-up  Area,Bommanahalli,1 BHK,,515,1.0,1.0,25.0
9171,9453,Super built-up  Area,Gunjur,2 BHK,BMineis,1235,2.0,2.0,52.76
9484,9786,Super built-up  Area,8th Phase JP Nagar,3 BHK,MBodsen,1224,2.0,2.0,48.95
8021,8222,Super built-up  Area,Whitefield,3 BHK,VDarmlo,4097,3.0,,400.0
8128,8337,Super built-up  Area,Electronic City,3 BHK,SJityVe,1652,3.0,3.0,110.0
261,261,Super built-up  Area,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5
3337,3376,Super built-up  Area,Hosur Road,1 BHK,SLiewce,460,1.0,1.0,21.0
8349,8571,Super built-up  Area,Bannerghatta Road,1 BHK,,630,1.0,2.0,35.0
12575,13085,Plot  Area,Whitefield,3 BHK,,1500,3.0,1.0,71.0
9953,10281,Super built-up  Area,HMT Layout,3 BHK,,1385,3.0,3.0,90.0
445,445,Super built-up  Area,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,71.0
5111,5197,Plot  Area,Ilyas Nagar,4 BHK,,900,4.0,1.0,75.0
3555,3594,Plot  Area,Subramanyapura,6 BHK,,1200,6.0,2.0,170.0
2194,2206,Super built-up  Area,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,53.0
7359,7533,Super built-up  Area,JP Nagar,3 BHK,Meowns ,1600,3.0,2.0,83.0
7802,7991,Super built-up  Area,Mico Layout,2 BHK,Amsomun,1190,2.0,2.0,39.25
2867,2894,Super built-up  Area,Mahadevpura,1 BHK,,730,1.0,1.0,35.0
2526,2543,Built-up  Area,Akshaya Vana,4 BHK,,4000,4.0,3.0,170.0
8956,9222,Plot  Area,Kengeri,1 BHK,,1150,1.0,0.0,52.0
6105,6234,Super built-up  Area,Marathahalli,3 BHK,Asintas,1680,3.0,3.0,105.0
8727,8974,Super built-up  Area,9th Phase JP Nagar,3 BHK,HMigond,1719.3,2.0,2.0,88.0
1168,1171,Super built-up  Area,Kullappa Colony,2 BHK,,1480,2.0,2.0,65.0
4144,4199,Built-up  Area,Cambridge Layout,4 BHK,,1600,3.0,1.0,165.0
5149,5236,Super built-up  Area,Basavangudi,3 BHK,,1825,3.0,,175.0
84,84,Super built-up  Area,EPIP Zone,3 BHK,SJlynro,1499,5.0,2.0,102.0
3149,3185,Super built-up  Area,Kadugodi,3 BHK,,1900,3.0,,108.0
7247,7417,Super built-up  Area,Brookefield,2 BHK,Usnexra,1080,2.0,3.0,50.0
880,880,Built-up  Area,Uttarahalli,3 BHK,Laihai ,1540,2.0,0.0,40.0
7636,7820,Built-up  Area,4th Block Koramangala,4 BHK,,2400,5.0,3.0,180.0
11268,11681,Super built-up  Area,Mangammanapalya,3 BHK,,1250,3.0,2.0,39.5
7920,8113,Plot  Area,Rajaji Nagar,5 BHK,,2400,3.0,1.0,320.0
1467,1473,Super built-up  Area,Rachenahalli,2 BHK,,1050,2.0,2.0,53.5
9360,9650,Super built-up  Area,Uttarahalli,2 BHK,DSera S,1065,2.0,1.0,42.6
12634,13155,Built-up  Area,Doddabommasandra,2 BHK,,1600,2.0,1.0,90.0
12583,13093,Super built-up  Area,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,74.03
4326,4384,Super built-up  Area,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,78.0
4044,4097,Super built-up  Area,Uttarahalli,3 BHK,Evood S,1300,2.0,2.0,60.0
9898,10223,Plot  Area,Frazer Town,5 BHK,,2801.25,4.0,1.0,462.0
4137,4191,Super built-up  Area,Marathahalli,2 BHK,,1230,2.0,1.0,57.0
3039,3071,Super built-up  Area,Malleshpalya,2 BHK,Shise P,1210,2.0,3.0,55.0
7919,8112,Built-up  Area,Uttarahalli,3 BHK,,1650,2.0,1.0,50.0
11305,11720,Super built-up  Area,Budigere,3 BHK,PrityTr,1820,3.0,2.0,95.0
9854,10176,Super built-up  Area,MLA Layout,2 BHK,,1050,2.0,1.0,36.0
579,579,Plot  Area,Sarjapur  Road,,Asiss B,1200 - 2400,,,34.185
5236,5323,Super built-up  Area,Hebbal,2 BHK,Prersis,1349,2.0,1.0,97.8
8973,9240,Plot  Area,SARJAPUR BAGALUR ROAD,4 BHK,,10961,4.0,1.0,80.0
9418,9718,Plot  Area,Yelahanka,7 BHK,,1400,5.0,2.0,175.0
5814,5927,Super built-up  Area,JP Nagar,2 BHK,DSillto,1100,2.0,1.0,45.0
10073,10405,Built-up  Area,Rayasandra,5 BHK,,3600,5.0,3.0,145.0
2467,2484,Super built-up  Area,Kaggadasapura,2 BHK,SLireap,1105,2.0,1.0,38.65
4157,4212,Built-up  Area,Amruthahalli,2 BHK,NCondia,1100,2.0,1.0,45.0
6562,6707,Super built-up  Area,Yelahanka,2 BHK,Hotat H,1285,2.0,2.0,56.0
413,413,Plot  Area,Mahalakshmi Layout,6 BHK,,1200,7.0,3.0,250.0
402,402,Plot  Area,Battarahalli,2 BHK,,1200,2.0,1.0,65.0
4428,4490,Built-up  Area,Ramamurthy Nagar,3 BHK,,3600,3.0,2.0,150.0
2084,2094,Super built-up  Area,Whitefield,1 BHK,Prtates,950,1.0,1.0,50.0
3057,3089,Super built-up  Area,Bommanahalli,3 BHK,,1250,2.0,2.0,42.5
9583,9891,Plot  Area,Margondanahalli,2 BHK,,1152,1.0,0.0,66.0
164,164,Super built-up  Area,RMV Extension,3 BHK,Hohnari,2000,3.0,1.0,175.0
11400,11822,Super built-up  Area,Anandapura,2 BHK,ViensRK,1141,2.0,1.0,50.0
4302,4360,Super built-up  Area,Hormavu,3 BHK,,1453,2.0,2.0,43.58
8421,8651,Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2.0,2.0,40.0
9565,9871,Super built-up  Area,Iblur Village,5 BHK,Emine P,5384,5.0,3.0,420.0
3317,3356,Super built-up  Area,Yelahanka,4 BHK,Niareum,2806 - 3019,6.0,0.0,125.5
12736,13258,Super built-up  Area,Whitefield,1 BHK,Oreldhi,877,1.0,1.0,59.0
3934,3986,Plot  Area,West of Chord Road,2 BHK,,1200,2.0,1.0,160.0
1847,1856,Built-up  Area,Frazer Town,3 BHK,Frhts H,1305,3.0,,95.45
1334,1338,Super built-up  Area,Ashwath Nagar,2 BHK,SJcerpe,1262,2.0,2.0,63.0
9836,10155,Built-up  Area,Gottigere,4 BHK,,3000,3.0,0.0,132.0
753,753,Super built-up  Area,Electronic City Phase II,4 BHK,SNbay G,2225,4.0,0.0,98.88
3064,3096,Super built-up  Area,Jp nagar 8th Phase .,10 BHK,,12000,12.0,,525.0
6733,6884,Super built-up  Area,Banashankari Stage III,3 BHK,,1480,3.0,1.0,75.48
706,706,Built-up  Area,Hennur Road,3 BHK,,2264,3.0,1.0,159.0
3491,3530,Super built-up  Area,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0
4573,4638,Super built-up  Area,Kadugodi,3 BHK,,1645,2.0,2.0,82.0
11583,12020,Built-up  Area,Ulsoor,4 BHK,,2500,4.0,0.0,170.0
9693,10005,Plot  Area,7th Block Koramangala,6 BHK,,600,5.0,3.0,130.0
3151,3187,Super built-up  Area,Sompura,2 BHK,,1020,2.0,3.0,41.0
11961,12423,Super built-up  Area,Hebbal Kempapura,3 BHK,Goateds,1600,3.0,3.0,170.0
3799,3845,Super built-up  Area,Banashankari,2 BHK,,1330,2.0,1.0,78.0
4022,4075,Super built-up  Area,Hennur Road,3 BHK,Puachal,1482,2.0,3.0,97.0
1074,1075,Super built-up  Area,Kanakpura Road,2 BHK,Soena A,1290,2.0,3.0,74.0
10144,10479,Super built-up  Area,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,46.0
6604,6753,Super built-up  Area,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,87.0
3438,3477,Super built-up  Area,HOSUR MAIN ROAD,2 BHK,,1464,2.0,2.0,56.0
8359,8581,Built-up  Area,Margondanahalli,2 BHK,,900,2.0,0.0,65.0
11423,11847,Super built-up  Area,JP Nagar,3 BHK,Brwernn,1500,2.0,1.0,108.0
10819,11200,Built-up  Area,Dodda Nekkundi Extension,3 BHK,AlEcone,1864,3.0,2.0,120.0
2429,2446,Super built-up  Area,Whitefield,2 BHK,Prtates,1216,2.0,1.0,79.0
246,246,Super built-up  Area,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0
3815,3862,Super built-up  Area,Jigani,4 BHK,Prllasw,3293 - 5314,,,226.0
10715,11091,Built-up  Area,Attibele,1 BHK,,410,1.0,1.0,10.0
3632,3672,Super built-up  Area,Whitefield,2 BHK,VaarkMe,1269,2.0,1.0,75.0
8525,8761,Plot  Area,Anjanapura,3 BHK,,1200,3.0,2.0,165.0
2262,2276,Super built-up  Area,Ulsoor,2 BHK,,1200,2.0,0.0,60.0
2246,2258,Super built-up  Area,Hennur Road,2 BHK,Puachal,1232,2.0,0.0,69.61
835,835,Built-up  Area,Hebbal,2 BHK,Ratlet ,1000,2.0,2.0,45.0
5064,5148,Built-up  Area,Kengeri,2 BHK,UKanema,787,2.0,1.0,31.0
432,432,Super built-up  Area,Yelenahalli,2 BHK,,1240,2.0,2.0,47.12
5817,5930,Super built-up  Area,Green Glen Layout,3 BHK,Prodsm ,1630,3.0,2.0,68.0
1173,1176,Super built-up  Area,Jaya Nagar East,3 BHK,Maens G,3095,3.0,3.0,350.0
8029,8231,Super built-up  Area,Telecom Layout,3 BHK,,1450,2.0,1.0,65.0
4656,4723,Super built-up  Area,Marathahalli,2 BHK,Aiitya ,1020,2.0,1.0,57.0
5289,5378,Super built-up  Area,5th Phase JP Nagar,2 BHK,,1390,2.0,2.0,65.0
8540,8776,Super built-up  Area,Mahadevpura,2 BHK,Neisei ,1152,2.0,1.0,54.0
8585,8825,Built-up  Area,Sector 1 HSR Layout,3 BHK,,1720,3.0,3.0,83.0
250,250,Super built-up  Area,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0
5601,5704,Super built-up  Area,Attibele,2 BHK,Inenshe,850,1.0,1.0,25.0
12517,13020,Plot  Area,5th Phase JP Nagar,4 BHK,,2400,4.0,1.0,228.0
5900,6018,Super built-up  Area,Nagavarapalya,1 BHK,PuonsSe,705,1.0,1.0,55.0
5809,5922,Built-up  Area,Hegganahalli,1 BHK,,1200,2.0,1.0,45.0
5863,5977,Built-up  Area,Chandapura,3 BHK,Vailsaf,1208.51,3.0,2.0,42.0
3407,3446,Super built-up  Area,Marathahalli,3 BHK,Vaoodar,1785,3.0,2.0,94.0
2729,2752,Plot  Area,Thavarekere,7 BHK,,600,7.0,,108.0
12663,13184,Super built-up  Area,Hadosiddapura,2 BHK,,1090,2.0,2.0,55.0
10746,11123,Built-up  Area,Avalahalli,3 BHK,Sohea A,2045,3.0,2.0,108.0
433,433,Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.1
6020,6146,Super built-up  Area,Electronic City,2 BHK,Itvir M,919,2.0,2.0,34.0
9694,10006,Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,Vaw 1il,1090,2.0,2.0,57.0
11622,12059,Plot  Area,Ambedkar Nagar,4 BHK,Thessrm,3500,4.0,2.0,550.0
11278,11693,Super built-up  Area,Gunjur,2 BHK,BMineis,1235,2.0,2.0,44.5
12429,12929,Super built-up  Area,Whitefield,2 BHK,BrlisCo,1270,2.0,1.0,105.0
6485,6629,Super built-up  Area,Uttarahalli,3 BHK,,1250,2.0,1.0,50.0
12145,12618,Super built-up  Area,Rajaji Nagar,3 BHK,PhestOn,2409,3.0,3.0,395.0
4002,4055,Plot  Area,Marathahalli,4 BHK,,800,4.0,2.0,86.0
4753,4823,Super built-up  Area,Kasavanhalli,3 BHK,,1787,3.0,2.0,123.0
1332,1336,Super built-up  Area,Thanisandra,2 BHK,Bhmesy ,1265,2.0,2.0,85.0
8408,8636,Super built-up  Area,Neeladri Nagar,10 BHK,,4000,12.0,,160.0
8316,8536,Built-up  Area,Cambridge Layout,3 BHK,,1950,3.0,3.0,230.0
8299,8517,Plot  Area,Lingarajapuram,4 BHK,,360,4.0,3.0,37.0
1443,1448,Plot  Area,Sector 7 HSR Layout,5 BHK,,900,4.0,0.0,90.0
12421,12921,Super built-up  Area,Jakkur Plantation,3 BHK,Reicace,1719,3.0,3.0,95.0
7322,7495,Plot  Area,Subramanyapura,3 BHK,,600,3.0,1.0,69.0
4310,4368,Super built-up  Area,Yeshwanthpur,3 BHK,IBityin,1382,2.0,2.0,76.18
4899,4977,Super built-up  Area,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,74.0
6086,6214,Plot  Area,Bannerghatta Road,6 BHK,,1200,6.0,3.0,160.0
6933,7092,Super built-up  Area,Uttarahalli,2 BHK,,1065,2.0,1.0,42.59
8332,8552,Built-up  Area,Whitefield,3 BHK,Laave E,1275,2.0,3.0,65.0
10101,10435,Super built-up  Area,Domlur,3 BHK,Saiewas,2100,3.0,2.0,145.0
7853,8046,Super built-up  Area,Judicial Layout,4 BHK,MNnia E,2330,3.0,2.0,94.71
2569,2588,Super built-up  Area,Sonnenahalli,2 BHK,,1120,2.0,2.0,43.0
10513,10873,Super built-up  Area,Gunjur,3 BHK,DSerste,1362,3.0,1.0,62.63
4277,4333,Super built-up  Area,Whitefield,2 BHK,Nillsre,1415,2.0,3.0,67.0
3666,3707,Super built-up  Area,Kasavanhalli,3 BHK,,2170,3.0,2.0,151.0
6577,6723,Super built-up  Area,JP Nagar,3 BHK,Shestut,1750,3.0,1.0,123.0
2446,2463,Super built-up  Area,Cox Town,1 BHK,EGdiaAr,605,1.0,1.0,29.0
5653,5757,Plot  Area,Kaggadasapura,5 BHK,,2100,5.0,0.0,150.0
3657,3698,Super built-up  Area,Murugeshpalya,3 BHK,Vestas ,1845,3.0,3.0,91.0
10345,10693,Super built-up  Area,Hoodi,2 BHK,Siiewag,1225,2.0,1.0,45.0
3172,3208,Super built-up  Area,Mallasandra,2 BHK,GMilse ,1325,2.0,2.0,70.0
1223,1226,Built-up  Area,Kalyan nagar,2 BHK,SLnorMa,820,2.0,0.0,39.0
6301,6437,Super built-up  Area,Billekahalli,3 BHK,PuhtsHe,2968,3.0,,225.0
4166,4221,Super built-up  Area,Jakkur,3 BHK,BrdgeNo,1760,3.0,2.0,110.0
544,544,Plot  Area,Whitefield,3 BHK,,1500,3.0,1.0,61.95
1204,1207,Super built-up  Area,Chamrajpet,3 BHK,SihtsHe,1475,2.0,2.0,120.0
10307,10651,Plot  Area,Parappana Agrahara,1 BHK,,1200,1.0,0.0,45.0
6902,7060,Plot  Area,Munnekollal,9 BHK,,1200,9.0,3.0,215.0
11641,12080,Super built-up  Area,Kothannur,2 BHK,,1085,2.0,2.0,34.2
2637,2658,Super built-up  Area,Hormavu,2 BHK,Nadhian,1175,2.0,1.0,52.0
12387,12885,Built-up  Area,Hoodi,4 BHK,,3385,4.0,1.0,220.0
11585,12022,Super built-up  Area,Bellandur,3 BHK,GoncyRe,1665,3.0,,85.0
10635,11004,Built-up  Area,Hennur Road,3 BHK,Maity W,1100,2.0,1.0,78.0
11982,12446,Super built-up  Area,NGR Layout,2 BHK,,1021,2.0,2.0,45.9
11331,11749,Super built-up  Area,OLd Gurappanapalya,3 BHK,,1250,3.0,2.0,39.0
877,877,Built-up  Area,Arekere,3 BHK,,1740,2.0,,95.0
10376,10726,Super built-up  Area,Sarjapur  Road,3 BHK,PualeSk,1618 - 1929,,,102.92
196,196,Super built-up  Area,Kothanur,2 BHK,,1186,2.0,2.0,58.0
12466,12968,Built-up  Area,Marathahalli,3 BHK,,1485,2.0,2.0,90.0
3383,3422,Built-up  Area,Uttarahalli,2 BHK,,1085,2.0,2.0,43.0
4379,4439,Super built-up  Area,Bellandur,2 BHK,GoncyRe,1310,2.0,2.0,72.0
8822,9081,Super built-up  Area,Sarjapur  Road,3 BHK,PualeSk,1929,3.0,1.0,103.0
9169,9451,Plot  Area,Bharathnagar,2 BHK,,1245,2.0,1.0,120.0
2997,3027,Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,PrrvaPl,1560,2.0,2.0,62.4
3908,3960,Super built-up  Area,Gubbalala,3 BHK,,1650,3.0,2.0,71.0
2571,2590,Super built-up  Area,Tumkur Road,2 BHK,Sapus S,1239,2.0,1.0,82.0
6435,6579,Super built-up  Area,Raja Rajeshwari Nagar 5th Stage,2 BHK,,1095,2.0,1.0,38.33
11029,11425,Super built-up  Area,Kengeri,1 BHK,VBn 2lm,416,1.0,1.0,17.19
11981,12445,Super built-up  Area,Thanisandra,3 BHK,Soitya ,1965,4.0,2.0,125.0
12253,12737,Super built-up  Area,Anekal,2 BHK,Aavelis,1140,2.0,2.0,52.0
4969,5050,Super built-up  Area,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,40.0
4711,4780,Plot  Area,Karuna Nagar,3 BHK,CoinoCu,1163,3.0,2.0,180.0
4163,4218,Super built-up  Area,Sarjapur,3 BHK,,2020,3.0,3.0,85.0
5787,5899,Built-up  Area,Seshadripuram,2 BHK,,1240,2.0,1.0,100.0
10249,10590,Plot  Area,RMC YARD,7 BHK,,1900,3.0,0.0,162.0
9616,9927,Super built-up  Area,Akshaya Vana,2 BHK,Daganva,1427,2.0,2.0,52.0
2682,2704,Super built-up  Area,Sarakki Nagar,3 BHK,,2289,3.0,2.0,260.0
12250,12734,Super built-up  Area,Battarahalli,2 BHK,SraveHi,1097,2.0,1.0,49.0
2508,2525,Super built-up  Area,Alfa Garden Layout,2 BHK,,1240,2.0,,43.79
5902,6020,Super built-up  Area,Mahadevpura,2 BHK,3Codeli,1532,2.0,2.0,62.0
1510,1517,Super built-up  Area,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,111.0
4314,4372,Super built-up  Area,Amarjyothi Colony,2 BHK,,1100,2.0,2.0,38.0
7900,8093,Plot  Area,Suryanagar,2 BHK,,1500,2.0,1.0,45.0
5356,5448,Super built-up  Area,Sarjapur  Road,2 BHK,,1230,2.0,1.0,65.0
1244,1247,Built-up  Area,Maragondanahalli,3 BHK,ArnzaFi,1508,3.0,2.0,70.25
6073,6201,Super built-up  Area,Manayata Tech Park,2 BHK,,1100,2.0,2.0,46.0
12312,12801,Super built-up  Area,Sai Gardens,3 BHK,Alivae ,1686,3.0,3.0,77.0
11265,11678,Super built-up  Area,Hosur Road,3 BHK,Kelmsoy,1685,3.0,1.0,90.0
4121,4175,Super built-up  Area,Kannur,3 BHK,,1200,2.0,1.0,55.0
4995,5076,Super built-up  Area,Kasavanhalli,4 BHK,,4260,4.0,3.0,272.0
9723,10037,Plot  Area,Channasandra,7 BHK,,4278,7.0,1.0,299.0
6148,6277,Super built-up  Area,Electronic City Phase II,2 BHK,,1031,2.0,1.0,53.0
12631,13151,Super built-up  Area,Horamavu Agara,2 BHK,,1058,2.0,2.0,47.0
8343,8565,Plot  Area,Carmelaram,,Ocezes ,2000,,,120.0
5262,5350,Super built-up  Area,Bannerghatta Road,2 BHK,PrarePa,1115,2.0,1.0,61.0
254,254,Built-up  Area,Kundalahalli Colony,2 BHK,,1280,2.0,1.0,69.0
5955,6080,Plot  Area,Chamrajpet,4 BHK,,1660.4,4.0,2.0,211.0
4511,4575,Plot  Area,Medi Agrahara,4 BHK,,1350,4.0,2.0,85.0
7603,7786,Built-up  Area,Thanisandra,3 BHK,MSureRR,2072,3.0,2.0,122.0
5159,5246,Super built-up  Area,Hebbal,2 BHK,Arcia S,1088,2.0,2.0,61.45
10557,10922,Built-up  Area,Electronic City,3 BHK,,1220,2.0,1.0,35.25
759,759,Plot  Area,Varthur Road,4 BHK,,2760,4.0,2.0,155.0
5481,5578,Plot  Area,Indira Nagar,8 BHK,,3250,8.0,1.0,600.0
654,654,Super built-up  Area,Kanakpura Road,3 BHK,PrarePa,1100,2.0,1.0,58.0
5297,5386,Super built-up  Area,Bannerghatta Road,2 BHK,Gundaa ,1136,2.0,1.0,48.0
5288,5377,Super built-up  Area,HSR Layout,2 BHK,AdadeEs,1300,2.0,2.0,98.0
2892,2919,Super built-up  Area,Kaggalipura,1 BHK,Baowsig,700,1.0,0.0,36.0
3401,3440,Plot  Area,Indira Nagar,6 BHK,,2480,4.0,1.0,750.0
5636,5740,Plot  Area,1st Block HRBR Layout,3 BHK,,600,3.0,1.0,90.0
1420,1425,Built-up  Area,JP Nagar,3 BHK,Ronty C,2500,3.0,2.0,135.0
3044,3076,Super built-up  Area,Ramamurthy Nagar,3 BHK,,1515,3.0,3.0,65.0
2830,2857,Plot  Area,HBR Layout,9 BHK,,1200,6.0,3.0,280.0
8649,8894,Super built-up  Area,Akshaya Vana,3 BHK,Rainet ,1260,2.0,1.0,49.0
328,328,Super built-up  Area,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0
8688,8933,Super built-up  Area,Sadashiva Nagar,3 BHK,,3850,3.0,3.0,650.0
253,253,Super built-up  Area,Shree Ananth Nagar Layout,2 BHK,,900,2.0,2.0,22.5
11567,12000,Super built-up  Area,Hennur Road,2 BHK,Orens G,1165,2.0,1.0,67.0
5323,5412,Super built-up  Area,Bethel Nagar,2 BHK,Saaveir,960,2.0,1.0,33.0
11449,11876,Super built-up  Area,Sarjapur  Road,2 BHK,,1026,2.0,2.0,60.8
4377,4437,Super built-up  Area,Sarjapur  Road,3 BHK,Mades G,1680,3.0,1.0,160.0
5092,5177,Super built-up  Area,Sahakara Nagar,3 BHK,,1200,2.0,2.0,75.0
5377,5470,Super built-up  Area,Whitefield,1 BHK,UKe 2nz,825,1.0,1.0,44.9
3019,3049,Super built-up  Area,Kanakapura,3 BHK,,1476,3.0,1.0,75.0
3029,3061,Super built-up  Area,Pai Layout,3 BHK,Tencyes,1400,2.0,3.0,67.0
2636,2657,Super built-up  Area,Benson Town,4 BHK,,4460,5.0,,650.0
8060,8265,Plot  Area,Virupakshapura,2 BHK,,900,1.0,0.0,70.0
7363,7537,Plot  Area,Yediyur,4 BHK,,1140,3.0,2.0,225.0
3018,3048,Super built-up  Area,Seegehalli,2 BHK,,1118,2.0,2.0,37.5
2945,2973,Super built-up  Area,Abbigere,1 BHK,DSestma,734,1.0,0.0,19.82
3659,3700,Super built-up  Area,Uttarahalli,2 BHK,PrdgeLa,1137,2.0,1.0,63.0
9055,9330,Super built-up  Area,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,77.47
7991,8190,Plot  Area,Hongasandra,8 BHK,,1200,8.0,2.0,150.0
6702,6852,Super built-up  Area,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,45.6
2663,2684,Super built-up  Area,Thigalarapalya,2 BHK,Prtanha,1165,2.0,2.0,95.0
5378,5471,Super built-up  Area,Madiwala,3 BHK,,1250,3.0,2.0,43.0
6206,6337,Plot  Area,Kundalahalli,4 BHK,,7000,4.0,3.0,550.0
1362,1366,Built-up  Area,Chikkalasandra,3 BHK,Siourpl,1375,2.0,1.0,50.0
6225,6359,Super built-up  Area,Whitefield,4 BHK,Prtates,2882,5.0,1.0,158.0
5533,5634,Super built-up  Area,Panathur,2 BHK,Prcesvy,1199,2.0,1.0,86.0
3481,3520,Super built-up  Area,Dodda Nekkundi,3 BHK,,1999,3.0,2.0,132.0
12320,12809,Super built-up  Area,Sarjapur  Road,2 BHK,MamelKa,1044,2.0,2.0,55.0
9385,9678,Super built-up  Area,Gubbalala,2 BHK,,1060,2.0,1.0,46.0
6779,6932,Super built-up  Area,Yelahanka,2 BHK,,1180,2.0,1.0,56.0
10833,11215,Super built-up  Area,Whitefield,2 BHK,Asarqz ,1277,2.0,1.0,77.0
12650,13171,Super built-up  Area,Iblur Village,4 BHK,Emine P,3596,5.0,1.0,251.0
5834,5947,Super built-up  Area,Channasandra,2 BHK,,1050,2.0,2.0,41.0
7711,7896,Super built-up  Area,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,145.0
8657,8902,Plot  Area,Kundalahalli,4 BHK,Roima A,2500,5.0,2.0,245.0
2880,2907,Built-up  Area,Vijayanagar,3 BHK,,1000,3.0,0.0,140.0
3381,3420,Super built-up  Area,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,62.0
10702,11077,Super built-up  Area,Whitefield,2 BHK,SSthamh,1205,2.0,1.0,41.0
1302,1306,Super built-up  Area,Kasavanhalli,2 BHK,Brersge,1121,2.0,2.0,78.0
6866,7024,Plot  Area,Whitefield,4 BHK,,1800,4.0,3.0,178.0
4957,5038,Super built-up  Area,Vijayanagar,2 BHK,J isear,1200,2.0,2.0,62.0
4836,4910,Plot  Area,Sanjay nagar,5 BHK,,1200,4.0,0.0,185.0
12276,12762,Built-up  Area,Electronic City Phase II,2 BHK,Sryalan,1065,2.0,1.0,30.75
9969,10297,Built-up  Area,"Electronic city Phase 1, ",3 BHK,,1750,3.0,2.0,58.0
7152,7319,Super built-up  Area,CV Raman Nagar,2 BHK,ARestco,1051,2.0,3.0,61.0
8198,8411,Plot  Area,Hoskote,4 BHK,Dhistee,1200,4.0,3.0,140.0
942,942,Built-up  Area,Attibele,1 BHK,Jae 2hu,400,1.0,1.0,11.0
10435,10788,Plot  Area,Hormavu,2 BHK,Grensak,1200,2.0,0.0,73.0
3235,3271,Super built-up  Area,Pattandur Agrahara,2 BHK,ARvasV ,1247,2.0,1.0,59.8
3257,3295,Super built-up  Area,Ambedkar Colony,2 BHK,RMcesa ,1468,3.0,2.0,130.0
9691,10003,Built-up  Area,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,65.0
9479,9781,Built-up  Area,Rayasandra,1 BHK,,470,1.0,1.0,21.0
176,176,Plot  Area,Kumaraswami Layout,5 BHK,,600,3.0,2.0,85.0
435,435,Super built-up  Area,Richmond Town,3 BHK,Bltonin,2150,4.0,,240.0
10355,10704,Built-up  Area,Sarjapur  Road,1 BHK,Shthi S,675,1.0,1.0,27.0
308,308,Super built-up  Area,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0
1565,1572,Super built-up  Area,Abbaiah Reddy Layout,3 BHK,,1310,2.0,3.0,50.0
3964,4016,Built-up  Area,Green Glen Layout,2 BHK,Blisera,1075,2.0,1.0,60.0
2135,2147,Built-up  Area,Kammanahalli,2 BHK,,1160,2.0,1.0,52.0
10550,10914,Built-up  Area,Haralur Road,3 BHK,,1976,3.0,2.0,92.0
11220,11631,Super built-up  Area,Kammasandra,2 BHK,,982,2.0,2.0,25.53
4977,5058,Super built-up  Area,Malleshwaram,3 BHK,Sariaat,2215,4.0,1.0,310.0
10800,11181,Super built-up  Area,7th Phase JP Nagar,3 BHK,BriumMi,1450,2.0,1.0,102.0
10468,10826,Super built-up  Area,7th Phase JP Nagar,3 BHK,Eladero,1600,2.0,2.0,110.0
595,595,Super built-up  Area,HSR Layout,3 BHK,,1430,2.0,1.0,65.0
12447,12949,Super built-up  Area,Jakkur,3 BHK,BrdgeNo,1710,3.0,2.0,110.0
4625,4692,Built-up  Area,Electronics City Phase 1,2 BHK,SNavenc,919,2.0,0.0,28.0
5332,5422,Plot  Area,Sarakki Nagar,3 BHK,,1200,3.0,2.0,128.0
8621,8865,Super built-up  Area,Yeshwanthpur,2 BHK,IBityin,1165,2.0,1.0,85.0
7095,7259,Super built-up  Area,Kasavanhalli,3 BHK,,1380,2.0,2.0,55.0
10629,10998,Built-up  Area,Bannerghatta Road,2 BHK,Saavenc,1250,2.0,0.0,48.0
