,area_type,size,total_sqft,bath,balcony,price
2240,Super built-up  Area,6 BHK,3600.0,6.0,2.0,120.0
2241,Super built-up  Area,2 BHK,935.0,2.0,1.0,45.0
2242,Built-up  Area,2 BHK,877.0,2.0,2.0,30.0
2243,Super built-up  Area,2 BHK,936.0,2.0,2.0,42.0
2244,Super built-up  Area,3 BHK,1470.0,2.0,2.0,110.0
2245,Built-up  Area,1 BHK,1050.0,1.0,1.0,70.0
2246,Super built-up  Area,2 BHK,1232.0,2.0,0.0,69.61
2247,Super built-up  Area,3 BHK,2225.0,4.0,2.0,169.0
2248,Plot  Area,3 BHK,1200.0,2.0,0.0,80.0
2249,Super built-up  Area,3 BHK,1901.0,3.0,2.0,119.0
2250,Super built-up  Area,3 BHK,1819.0,3.0,2.0,100.0
2251,Plot  Area,,2400.0,,,460.0
2252,Super built-up  Area,4 BHK,3715.0,6.0,0.0,200.5
2253,Built-up  Area,4 BHK,5000.0,4.0,3.0,290.0
2254,Super built-up  Area,4 BHK,1200.0,4.0,3.0,169.0
2255,Super built-up  Area,2 BHK,1256.0,2.0,1.0,60.0
2256,Super built-up  Area,2 BHK,1100.0,2.0,2.0,44.0
2257,Plot  Area,4 BHK,4800.0,3.0,3.0,302.0
2258,Super built-up  Area,3 BHK,1435.0,3.0,3.0,70.0
2259,Super built-up  Area,4 BHK,3245.0,4.0,,250.0
2260,Super built-up  Area,3 BHK,1845.0,4.0,1.0,110.0
2261,Plot  Area,3 BHK,2400.0,4.0,1.0,130.0
2262,Super built-up  Area,2 BHK,1200.0,2.0,0.0,60.0
2263,Super built-up  Area,3 BHK,2254.0,3.0,2.0,170.0
2264,Super built-up  Area,3 BHK,1750.0,3.0,2.0,150.0
2265,Built-up  Area,2 BHK,1020.0,2.0,1.0,37.0
2266,Built-up  Area,1 BHK,515.0,1.0,1.0,25.0
2267,Super built-up  Area,3 BHK,1893.0,3.0,2.0,140.0
2268,Super built-up  Area,3 BHK,3025.0,3.0,0.0,500.0
2269,Built-up  Area,2 BHK,830.0,2.0,0.0,34.0
2270,Built-up  Area,2 BHK,600.0,2.0,1.0,36.5
2271,Super built-up  Area,3 BHK,1075.0,2.0,1.0,90.0
2272,Plot  Area,4 BHK,3200.0,4.0,2.0,1200.0
2273,Super built-up  Area,2 BHK,1200.0,2.0,1.0,78.0
2274,Super built-up  Area,2 BHK,1233.0,2.0,2.0,77.65
2275,Super built-up  Area,2 BHK,1255.0,2.0,2.0,65.26
2276,Super built-up  Area,2 BHK,1200.0,2.0,2.0,37.8
2277,Super built-up  Area,3 BHK,2145.0,3.0,2.0,175.0
2278,Built-up  Area,5 BHK,1500.0,5.0,,85.0
2279,Built-up  Area,2 BHK,740.0,2.0,1.0,34.0
2280,Super built-up  Area,3 BHK,1250.0,3.0,3.0,48.0
2281,Super built-up  Area,2 BHK,1210.0,2.0,2.0,40.0
2282,Super built-up  Area,3 BHK,1525.0,2.0,2.0,60.0
2283,Built-up  Area,1 BHK,540.0,1.0,0.0,36.0
2284,Super built-up  Area,3 BHK,1240.0,2.0,1.0,84.0
2285,Super built-up  Area,3 BHK,1245.0,2.0,1.0,68.0
2286,Plot  Area,3 BHK,1865.0,3.0,3.0,350.0
2287,Super built-up  Area,2 BHK,1104.0,2.0,0.0,36.43
2288,Super built-up  Area,3 BHK,1075.0,2.0,1.0,35.99
2289,Built-up  Area,2 BHK,2200.0,2.0,1.0,55.0
2290,Super built-up  Area,2 BHK,1155.0,2.0,1.0,60.0
2291,Super built-up  Area,2 BHK,1520.0,2.0,3.0,62.0
2292,Super built-up  Area,4 BHK,3122.0,6.0,2.0,245.0
2293,Super built-up  Area,2 BHK,1290.0,2.0,1.0,85.0
2294,Built-up  Area,3 BHK,2300.0,3.0,,80.0
2295,Built-up  Area,4 BHK,3000.0,4.0,0.0,200.0
2296,Super built-up  Area,4 BHK,,4.0,,270.0
2297,Built-up  Area,1 BHK,400.0,1.0,0.0,14.0
2298,Super built-up  Area,3 BHK,1340.0,2.0,3.0,53.6
2299,Super built-up  Area,2 BHK,900.0,2.0,1.0,95.0
2300,Plot  Area,6 BHK,1800.0,4.0,,324.0
2301,Super built-up  Area,2 BHK,987.0,2.0,1.0,49.0
2302,Super built-up  Area,3 BHK,1720.0,3.0,2.0,100.0
2303,Super built-up  Area,2 BHK,1040.0,2.0,1.0,50.0
2304,Built-up  Area,2 BHK,900.0,2.0,0.0,64.0
2305,Built-up  Area,2 BHK,1030.0,2.0,1.0,50.0
2306,Super built-up  Area,3 BHK,2556.0,3.0,2.0,133.0
2307,Super built-up  Area,3 BHK,1850.0,3.0,1.0,168.0
2308,Plot  Area,4 BHK,750.0,4.0,3.0,110.0
2309,Super built-up  Area,2 BHK,1028.0,2.0,1.0,31.86
2310,Super built-up  Area,2 BHK,1270.0,2.0,1.0,83.0
2311,Built-up  Area,3 BHK,1655.0,3.0,1.0,115.0
2312,Built-up  Area,2 BHK,940.0,2.0,1.0,40.0
2313,Super built-up  Area,2 BHK,1050.0,2.0,2.0,85.0
2314,Plot  Area,4 BHK,600.0,4.0,1.0,40.0
2315,Super built-up  Area,2 BHK,946.0,2.0,1.0,38.0
2316,Built-up  Area,3 BHK,1726.0,3.0,3.0,145.0
2317,Super built-up  Area,3 BHK,2121.0,4.0,3.0,253.0
2318,Super built-up  Area,2 BHK,1404.0,2.0,1.0,75.0
2319,Super built-up  Area,3 BHK,1525.0,2.0,2.0,48.0
2320,Super built-up  Area,2 BHK,1025.0,2.0,2.0,57.0
2321,Plot  Area,5 BHK,1575.0,4.0,0.0,150.0
2322,Built-up  Area,2 BHK,860.0,1.0,1.0,43.0
2323,Super built-up  Area,3 BHK,1223.0,2.0,1.0,42.81
2324,Super built-up  Area,4 BHK,3750.0,3.0,,550.0
2325,Super built-up  Area,2 BHK,1197.0,2.0,1.0,47.8
2326,Super built-up  Area,2 BHK,1150.0,2.0,1.0,52.75
2327,Built-up  Area,4 BHK,4800.0,5.0,3.0,629.0
2328,Super built-up  Area,2 BHK,1040.0,2.0,2.0,46.0
2329,Super built-up  Area,2 BHK,1310.0,2.0,2.0,80.0
2330,Super built-up  Area,3 BHK,1788.0,3.0,2.0,98.34
2331,Super built-up  Area,2 BHK,1144.0,2.0,2.0,38.55
2332,Super built-up  Area,2 BHK,1070.0,2.0,2.0,39.0
2333,Super built-up  Area,2 BHK,1200.0,2.0,2.0,70.0
2334,Super built-up  Area,3 BHK,1862.0,3.0,2.0,120.0
2335,Plot  Area,2 BHK,1200.0,2.0,1.0,58.5
2336,Super built-up  Area,2 BHK,970.0,2.0,2.0,27.0
2337,Super built-up  Area,3 BHK,1646.0,3.0,2.0,79.5
2338,Super built-up  Area,4 BHK,4395.0,4.0,2.0,242.0
2339,Plot  Area,5 BHK,1200.0,4.0,1.0,100.0
2340,Super built-up  Area,3 BHK,1995.0,3.0,2.0,135.0
2341,Plot  Area,4 BHK,2400.0,4.0,2.0,450.0
2342,Super built-up  Area,2 BHK,1085.0,2.0,1.0,47.74
2343,Super built-up  Area,2 BHK,1139.0,2.0,2.0,56.8
2344,Super built-up  Area,2 BHK,1092.0,2.0,2.0,44.0
2345,Super built-up  Area,3 BHK,1767.0,3.0,2.0,98.0
2346,Built-up  Area,3 BHK,1700.0,3.0,,80.0
2347,Super built-up  Area,3 BHK,1692.0,3.0,2.0,88.0
2348,Built-up  Area,3 BHK,1645.0,3.0,3.0,100.0
2349,Super built-up  Area,3 BHK,1345.0,2.0,1.0,57.0
2350,Super built-up  Area,2 BHK,1100.0,2.0,1.0,60.0
2351,Super built-up  Area,3 BHK,1408.0,3.0,3.0,62.0
2352,Plot  Area,4 BHK,2400.0,4.0,1.0,240.0
2353,Plot  Area,4 BHK,1920.0,4.0,2.0,200.0
2354,Plot  Area,5 BHK,6040.0,4.0,,170.0
2355,Super built-up  Area,3 BHK,2072.0,4.0,2.0,150.0
2356,Super built-up  Area,2 BHK,1420.0,2.0,1.0,158.0
2357,Plot  Area,3 BHK,2040.0,3.0,2.0,137.0
2358,Super built-up  Area,3 BHK,1220.0,3.0,2.0,56.0
2359,Plot  Area,4 BHK,1200.0,4.0,2.0,145.0
2360,Super built-up  Area,2 BHK,1300.0,2.0,1.0,79.0
2361,Super built-up  Area,2 BHK,1150.0,2.0,2.0,39.0
2362,Super built-up  Area,2 BHK,1470.0,2.0,2.0,86.0
2363,Super built-up  Area,2 BHK,1063.0,2.0,1.0,31.9
2364,Super built-up  Area,2 BHK,1311.0,2.0,2.0,48.0
2365,Super built-up  Area,4 BHK,3500.0,4.0,3.0,350.0
2366,Plot  Area,4 BHK,600.0,2.0,1.0,100.0
2367,Super built-up  Area,3 BHK,1400.0,2.0,2.0,55.0
2368,Built-up  Area,2 BHK,2200.0,2.0,0.0,62.0
2369,Built-up  Area,2 BHK,1060.0,2.0,2.0,55.0
2370,Built-up  Area,3 BHK,1000.0,2.0,0.0,110.0
2371,Super built-up  Area,3 BHK,1760.0,3.0,2.0,145.0
2372,Super built-up  Area,3 BHK,2010.0,3.0,3.0,92.0
2373,Super built-up  Area,3 BHK,1480.0,2.0,2.0,64.23
2374,Super built-up  Area,3 BHK,1230.0,2.0,2.0,43.5
2375,Super built-up  Area,3 BHK,1300.0,3.0,3.0,65.0
2376,Plot  Area,4 BHK,800.0,4.0,0.0,120.0
2377,Super built-up  Area,4 BHK,4850.0,6.0,2.0,385.0
2378,Super built-up  Area,2 BHK,1100.0,2.0,1.0,52.0
2379,Super built-up  Area,3 BHK,1752.12,3.0,2.0,116.0
2380,Super built-up  Area,2 BHK,957.0,2.0,1.0,46.9
2381,Super built-up  Area,1 BHK,790.5,1.0,0.0,41.9
2382,Built-up  Area,3 BHK,1942.0,3.0,2.0,102.0
2383,Built-up  Area,2 BHK,1000.0,2.0,2.0,53.0
2384,Super built-up  Area,1 BHK,668.0,1.0,1.0,36.85
2385,Plot  Area,5 BHK,3000.0,6.0,3.0,1000.0
2386,Plot  Area,3 BHK,600.0,2.0,1.0,80.0
2387,Super built-up  Area,2 BHK,1089.0,2.0,1.0,43.55
2388,Super built-up  Area,3 BHK,1800.0,3.0,3.0,90.0
2389,Super built-up  Area,1 BHK,960.0,2.0,1.0,18.0
2390,Super built-up  Area,2 BHK,1036.0,2.0,3.0,39.35
2391,Super built-up  Area,3 BHK,1583.0,3.0,3.0,105.0
2392,Built-up  Area,4 BHK,3300.0,4.0,0.0,150.0
2393,Super built-up  Area,2 BHK,1100.0,2.0,2.0,65.0
2394,Plot  Area,1 BHK,800.0,1.0,1.0,100.0
2395,Super built-up  Area,2 BHK,1246.0,2.0,1.0,65.0
2396,Super built-up  Area,2 BHK,850.0,2.0,3.0,28.0
2397,Super built-up  Area,2 BHK,1196.0,2.0,2.0,51.51
2398,Super built-up  Area,3 BHK,1697.0,3.0,2.0,114.0
2399,Built-up  Area,2 BHK,1000.0,2.0,0.0,64.0
2400,Super built-up  Area,3 BHK,1567.0,3.0,3.0,90.0
2401,Plot  Area,4 BHK,3750.0,6.0,3.0,290.0
2402,Super built-up  Area,2 BHK,950.0,2.0,2.0,45.0
2403,Super built-up  Area,2 BHK,1022.0,2.0,2.0,52.0
2404,Super built-up  Area,2 BHK,1018.0,2.0,0.0,23.45
2405,Plot  Area,4 BHK,2000.0,3.0,2.0,25.0
2406,Super built-up  Area,2 BHK,1322.0,2.0,2.0,68.0
2407,Plot  Area,4 BHK,1800.0,4.0,2.0,145.0
2408,Super built-up  Area,3 BHK,1460.0,2.0,2.0,58.39
2409,Super built-up  Area,2 BHK,990.0,2.0,1.0,44.55
2410,Built-up  Area,3 BHK,2400.0,3.0,1.0,260.0
2411,Super built-up  Area,3 BHK,1635.0,2.0,2.0,85.0
2412,Super built-up  Area,4 BHK,3526.0,4.0,1.0,558.0
2413,Built-up  Area,4 BHK,3400.0,3.0,1.0,210.0
2414,Built-up  Area,3 BHK,2770.0,3.0,1.0,460.0
2415,Super built-up  Area,4 BHK,3035.0,5.0,0.0,200.0
2416,Super built-up  Area,3 BHK,1533.0,3.0,2.0,85.0
2417,Super built-up  Area,3 BHK,1720.0,3.0,1.0,134.0
2418,Super built-up  Area,3 BHK,2000.0,3.0,1.0,200.0
2419,Super built-up  Area,2 BHK,1185.0,2.0,2.0,75.84
2420,Super built-up  Area,2 BHK,900.0,2.0,1.0,27.0
2421,Built-up  Area,1 BHK,395.0,1.0,1.0,10.25
2422,Super built-up  Area,2 BHK,1031.0,2.0,1.0,56.35
2423,Plot  Area,6 BHK,2400.0,8.0,2.0,650.0
2424,Super built-up  Area,4 BHK,2650.0,4.0,2.0,240.0
2425,Plot  Area,5 BHK,2400.0,5.0,1.0,415.0
2426,Super built-up  Area,2 BHK,1259.0,2.0,2.0,57.0
2427,Built-up  Area,3 BHK,1570.0,3.0,2.0,88.0
2428,Built-up  Area,3 BHK,1075.0,2.0,1.0,36.0
2429,Super built-up  Area,2 BHK,1216.0,2.0,1.0,79.0
2430,Super built-up  Area,3 BHK,1428.0,2.0,2.0,66.0
2431,Super built-up  Area,2 BHK,1160.0,2.0,2.0,40.59
2432,Plot  Area,3 BHK,600.0,2.0,1.0,110.0
2433,Super built-up  Area,3 BHK,1475.0,3.0,2.0,70.0
2434,Super built-up  Area,3 BHK,1754.0,3.0,2.0,135.0
2435,Super built-up  Area,3 BHK,1639.0,3.0,1.0,83.0
2436,Super built-up  Area,3 BHK,1804.0,3.0,2.0,102.0
2437,Plot  Area,3 BHK,1200.0,3.0,2.0,56.2
2438,Built-up  Area,2 BHK,1135.0,2.0,3.0,55.0
2439,Super built-up  Area,2 BHK,1260.0,2.0,2.0,46.62
2440,Plot  Area,5 BHK,1440.0,5.0,1.0,110.0
2441,Built-up  Area,3 BHK,2160.0,3.0,2.0,160.0
2442,Plot  Area,7 BHK,700.0,6.0,,85.0
2443,Super built-up  Area,2 BHK,1220.0,2.0,2.0,59.5
2444,Plot  Area,2 BHK,1200.0,2.0,0.0,67.0
2445,Super built-up  Area,2 BHK,1300.0,2.0,3.0,65.0
2446,Super built-up  Area,1 BHK,605.0,1.0,1.0,29.0
2447,Plot  Area,6 BHK,1230.0,4.0,1.0,210.0
2448,Super built-up  Area,2 BHK,1444.0,2.0,1.0,75.97
2449,Built-up  Area,2 BHK,924.0,2.0,1.0,45.0
2450,Super built-up  Area,2 BHK,1000.0,2.0,1.0,30.0
2451,Plot  Area,4 BHK,600.0,4.0,0.0,95.0
2452,Plot  Area,3 BHK,1200.0,3.0,3.0,225.0
2453,Super built-up  Area,2 BHK,845.0,2.0,1.0,29.0
2454,Super built-up  Area,2 BHK,700.0,2.0,1.0,35.0
2455,Super built-up  Area,2 BHK,1187.0,2.0,2.0,58.0
2456,Super built-up  Area,3 BHK,1625.0,3.0,2.0,55.0
2457,Plot  Area,2 BHK,1200.0,2.0,2.0,83.0
2458,Super built-up  Area,2 BHK,1452.55,2.0,3.0,110.0
2459,Built-up  Area,3 BHK,2357.0,3.0,2.0,151.0
2460,Super built-up  Area,2 BHK,1200.0,2.0,1.0,49.5
2461,Super built-up  Area,2 BHK,1139.0,2.0,2.0,56.85
2462,Built-up  Area,1 BHK,600.0,1.0,0.0,97.5
2463,Super built-up  Area,3 BHK,1660.0,3.0,3.0,75.0
2464,Super built-up  Area,2 BHK,1170.0,2.0,3.0,105.0
2465,Super built-up  Area,2 BHK,1448.0,2.0,2.0,68.0
2466,Super built-up  Area,3 BHK,1762.0,3.0,3.0,110.0
2467,Super built-up  Area,2 BHK,1105.0,2.0,1.0,38.65
2468,Super built-up  Area,3 BHK,1825.0,3.0,1.0,105.0
2469,Super built-up  Area,1 RK,296.0,1.0,0.0,22.89
2470,Plot  Area,5 BHK,1200.0,4.0,1.0,85.0
2471,Super built-up  Area,2 BHK,1185.0,2.0,2.0,43.0
2472,Built-up  Area,3 BHK,1320.0,2.0,1.0,38.12
2473,Super built-up  Area,2 BHK,1058.0,2.0,1.0,48.0
2474,Super built-up  Area,2 BHK,1220.0,2.0,2.0,60.0
2475,Super built-up  Area,2 BHK,925.0,2.0,1.0,25.0
2476,Super built-up  Area,2 BHK,1200.0,2.0,1.0,72.0
2477,Super built-up  Area,3 BHK,1160.0,2.0,2.0,40.6
2478,Plot  Area,3 BHK,600.0,4.0,3.0,72.0
2479,Super built-up  Area,3 BHK,1411.0,3.0,2.0,91.72
2480,Super built-up  Area,3 BHK,1550.0,3.0,2.0,78.0
2481,Super built-up  Area,4 BHK,3250.0,4.0,3.0,230.0
2482,Super built-up  Area,3 BHK,2475.0,4.0,,130.0
2483,Super built-up  Area,4 BHK,3181.0,,,260.5
2484,Super built-up  Area,4 BHK,2503.0,4.0,0.0,188.0
2485,Super built-up  Area,4 BHK,2524.0,5.0,2.0,190.0
2486,Super built-up  Area,2 BHK,1063.0,2.0,2.0,42.0
2487,Super built-up  Area,2 BHK,1077.0,2.0,1.0,37.7
2488,Super built-up  Area,2 BHK,1200.0,3.0,2.0,44.0
2489,Built-up  Area,4 BHK,1500.0,3.0,2.0,70.0
2490,Super built-up  Area,2 BHK,1045.0,2.0,2.0,76.77
2491,Super built-up  Area,3 BHK,1290.0,2.0,3.0,45.15
2492,Super built-up  Area,2 BHK,1400.0,2.0,1.0,78.0
2493,Built-up  Area,3 BHK,1600.0,3.0,2.0,58.14
2494,Super built-up  Area,3 BHK,3095.0,3.0,3.0,375.0
2495,Super built-up  Area,3 BHK,1545.0,2.0,1.0,58.0
2496,Super built-up  Area,3 BHK,1680.0,3.0,1.0,112.0
2497,Built-up  Area,2 BHK,1350.0,2.0,1.0,67.5
2498,Super built-up  Area,2 BHK,950.0,2.0,1.0,38.0
2499,Super built-up  Area,2 BHK,1050.0,2.0,2.0,45.0
2500,Super built-up  Area,3 BHK,1305.0,2.0,2.0,49.0
2501,Plot  Area,4 BHK,800.0,4.0,2.0,120.0
2502,Built-up  Area,5 BHK,2700.0,7.0,2.0,125.0
2503,Plot  Area,3 BHK,1100.0,3.0,1.0,78.0
2504,Built-up  Area,6 BHK,3500.0,5.0,0.0,160.0
2505,Super built-up  Area,3 BHK,1634.0,3.0,1.0,83.33
2506,Super built-up  Area,2 BHK,1352.0,2.0,2.0,85.0
2507,Super built-up  Area,2 BHK,1145.0,2.0,2.0,65.0
2508,Super built-up  Area,2 BHK,1240.0,2.0,,43.79
2509,Super built-up  Area,3 BHK,2200.0,3.0,2.0,190.0
2510,Super built-up  Area,2 BHK,1020.0,2.0,1.0,39.0
2511,Super built-up  Area,4 BHK,3600.0,4.0,,365.0
2512,Super built-up  Area,2 BHK,1168.0,2.0,1.0,61.0
2513,Super built-up  Area,2 BHK,1205.0,2.0,1.0,75.0
2514,Super built-up  Area,2 BHK,1195.0,2.0,2.0,100.0
2515,Built-up  Area,2 BHK,1028.0,2.0,1.0,49.0
2516,Super built-up  Area,2 BHK,1175.0,2.0,2.0,48.27
2517,Super built-up  Area,3 BHK,1550.0,2.0,2.0,90.0
2518,Super built-up  Area,3 BHK,1826.0,3.0,2.0,165.0
2519,Plot  Area,5 BHK,2400.0,5.0,2.0,160.0
2520,Super built-up  Area,3 BHK,1603.0,3.0,2.0,96.0
2521,Built-up  Area,3 BHK,1350.0,3.0,1.0,72.0
2522,Built-up  Area,1 BHK,714.0,1.0,1.0,28.0
2523,Super built-up  Area,2 BHK,1215.0,2.0,3.0,65.0
2524,Built-up  Area,3 BHK,1405.0,2.0,2.0,77.0
2525,Super built-up  Area,2 BHK,1142.0,2.0,1.0,51.0
2526,Built-up  Area,4 BHK,4000.0,4.0,3.0,170.0
2527,Super built-up  Area,3 BHK,1870.0,3.0,2.0,90.0
2528,Super built-up  Area,2 BHK,1313.0,2.0,2.0,73.0
2529,Built-up  Area,3 BHK,1945.0,3.0,3.0,120.0
2530,Super built-up  Area,3 BHK,1573.0,3.0,2.0,95.0
2531,Super built-up  Area,2 BHK,1255.0,2.0,1.0,92.0
2532,Super built-up  Area,4 BHK,1400.0,3.0,2.0,91.15
2533,Super built-up  Area,2 BHK,1235.0,2.0,2.0,43.63
2534,Super built-up  Area,3 BHK,1380.0,2.0,1.0,52.0
2535,Plot  Area,7 BHK,1500.0,9.0,2.0,250.0
2536,Super built-up  Area,3 BHK,1465.0,2.0,3.0,74.72
2537,Super built-up  Area,2 BHK,1418.0,2.0,2.0,103.0
2538,Super built-up  Area,3 BHK,1650.0,3.0,1.0,165.0
2539,Built-up  Area,1 RK,351.0,1.0,1.0,16.0
2540,Super built-up  Area,2 BHK,1279.0,2.0,2.0,48.0
2541,Built-up  Area,3 BHK,1870.0,3.0,1.0,200.0
2542,Plot  Area,4 BHK,1500.0,5.0,1.0,230.0
2543,Super built-up  Area,3 BHK,2526.0,2.0,2.0,250.0
2544,Plot  Area,3 BHK,1550.0,2.0,1.0,150.0
2545,Super built-up  Area,4 BHK,3539.5,,,424.5
2546,Super built-up  Area,3 BHK,1845.0,2.0,1.0,68.27
2547,Super built-up  Area,3 BHK,1360.0,2.0,1.0,59.27
2548,Built-up  Area,3 BHK,1150.0,2.0,1.0,75.0
2549,Super built-up  Area,2 BHK,1260.0,2.0,2.0,49.5
2550,Plot  Area,3 BHK,1200.0,3.0,1.0,74.0
2551,Built-up  Area,2 BHK,965.0,2.0,1.0,42.5
2552,Built-up  Area,3 BHK,1350.0,2.0,3.0,48.0
2553,Super built-up  Area,2 BHK,1447.0,2.0,1.0,75.97
2554,Super built-up  Area,3 BHK,1229.0,3.0,1.0,86.03
2555,Super built-up  Area,2 BHK,1027.0,2.0,2.0,43.0
2556,Super built-up  Area,2 BHK,1153.0,2.0,1.0,48.5
2557,Super built-up  Area,4 BHK,2856.0,5.0,0.0,145.5
2558,Super built-up  Area,2 BHK,1065.0,2.0,2.0,50.0
2559,Built-up  Area,2 BHK,1030.0,2.0,3.0,61.0
2560,Super built-up  Area,2 BHK,1340.0,2.0,2.0,61.0
2561,Built-up  Area,1 BHK,600.0,1.0,0.0,32.0
2562,Super built-up  Area,3 BHK,1410.0,2.0,3.0,44.42
2563,Super built-up  Area,2 BHK,1055.0,2.0,2.0,45.35
2564,Super built-up  Area,2 BHK,1304.0,2.0,1.0,79.0
2565,Super built-up  Area,4 BHK,2720.0,4.0,1.0,485.0
2566,Built-up  Area,2 BHK,990.0,2.0,1.0,31.5
2567,Super built-up  Area,2 BHK,1035.0,2.0,1.0,39.33
2568,Super built-up  Area,1 BHK,700.0,1.0,0.0,30.09
2569,Super built-up  Area,2 BHK,1120.0,2.0,2.0,43.0
2570,Super built-up  Area,2 BHK,1300.0,2.0,2.0,73.0
2571,Super built-up  Area,2 BHK,1239.0,2.0,1.0,82.0
2572,Super built-up  Area,2 BHK,1365.0,2.0,1.0,92.0
2573,Super built-up  Area,2 BHK,1165.0,2.0,1.0,135.0
2574,Super built-up  Area,3 BHK,1130.0,2.0,3.0,45.19
2575,Super built-up  Area,3 BHK,1776.42,3.0,2.0,105.0
2576,Plot  Area,4 BHK,900.0,4.0,3.0,175.0
2577,Super built-up  Area,2 BHK,1107.0,2.0,2.0,33.0
2578,Super built-up  Area,3 BHK,2319.0,3.0,2.0,180.0
2579,Super built-up  Area,3 BHK,1520.0,3.0,3.0,80.0
2580,Super built-up  Area,3 BHK,1536.0,3.0,1.0,89.0
2581,Built-up  Area,4 BHK,3000.0,4.0,2.0,240.0
2582,Super built-up  Area,2 BHK,1050.0,2.0,1.0,38.0
2583,Super built-up  Area,3 BHK,1850.0,3.0,2.0,146.0
2584,Super built-up  Area,2 BHK,1112.0,2.0,2.0,62.0
2585,Super built-up  Area,3 BHK,1535.0,3.0,2.0,72.5
2586,Built-up  Area,2 BHK,1050.0,2.0,1.0,35.0
2587,Plot  Area,4 BHK,2400.0,3.0,2.0,370.0
2588,Super built-up  Area,3 BHK,1250.0,3.0,2.0,65.0
2589,Super built-up  Area,2 BHK,1187.0,2.0,3.0,52.0
2590,Built-up  Area,2 BHK,1164.0,2.0,1.0,56.0
2591,Super built-up  Area,3 BHK,1395.0,2.0,1.0,62.78
2592,Super built-up  Area,3 BHK,2072.0,3.0,2.0,108.0
2593,Super built-up  Area,3 BHK,1450.0,3.0,3.0,60.91
2594,Super built-up  Area,3 BHK,1550.0,3.0,2.0,82.0
2595,Super built-up  Area,2 BHK,1315.0,2.0,2.0,90.0
2596,Super built-up  Area,4 BHK,3067.0,4.0,3.0,230.0
2597,Super built-up  Area,2 BHK,1210.0,2.0,2.0,72.0
2598,Super built-up  Area,3 BHK,1075.0,2.0,1.0,47.0
2599,Super built-up  Area,6 BHK,11338.0,9.0,1.0,1000.0
2600,Super built-up  Area,3 BHK,1215.0,3.0,1.0,42.2
2601,Built-up  Area,3 BHK,1470.0,2.0,2.0,75.0
2602,Plot  Area,4 BHK,30000.0,4.0,,2100.0
2603,Built-up  Area,3 BHK,1590.0,2.0,2.0,125.0
2604,Super built-up  Area,2 BHK,1050.0,2.0,1.0,36.75
2605,Super built-up  Area,2 BHK,1306.0,2.0,1.0,55.91
2606,Built-up  Area,3 BHK,2000.0,3.0,2.0,250.0
2607,Built-up  Area,3 BHK,1445.0,3.0,2.0,64.0
2608,Super built-up  Area,3 BHK,1220.0,3.0,2.0,58.0
2609,Plot  Area,4 BHK,3190.0,3.0,1.0,160.0
2610,Super built-up  Area,2 BHK,1215.0,2.0,1.0,51.26
2611,Built-up  Area,3 BHK,1920.0,2.0,1.0,88.0
2612,Super built-up  Area,2 BHK,1390.0,2.0,2.0,60.0
2613,Plot  Area,3 BHK,800.0,2.0,1.0,75.0
2614,Plot  Area,3 BHK,600.0,3.0,2.0,100.0
2615,Super built-up  Area,2 BHK,1196.0,2.0,0.0,71.74
2616,Super built-up  Area,3 BHK,1550.0,2.0,2.0,75.0
2617,Super built-up  Area,2 BHK,1418.0,2.0,2.0,101.0
2618,Super built-up  Area,3 BHK,1655.0,3.0,2.0,115.0
2619,Built-up  Area,2 BHK,1115.0,2.0,2.0,33.45
2620,Super built-up  Area,2 BHK,1170.0,2.0,2.0,68.0
2621,Super built-up  Area,2 BHK,1035.0,2.0,2.0,38.3
2622,Super built-up  Area,3 BHK,1306.0,2.0,2.0,58.0
2623,Super built-up  Area,2 BHK,750.0,2.0,2.0,22.0
2624,Super built-up  Area,3 BHK,1917.0,3.0,3.0,122.0
2625,Super built-up  Area,3 BHK,1615.0,3.0,3.0,58.0
2626,Super built-up  Area,2 BHK,1071.0,2.0,2.0,52.25
2627,Super built-up  Area,2 BHK,1325.0,2.0,2.0,119.0
2628,Plot  Area,7 BHK,3000.0,4.0,2.0,900.0
2629,Super built-up  Area,3 BHK,1400.0,2.0,1.0,88.0
2630,Super built-up  Area,2 BHK,1246.0,2.0,1.0,82.0
2631,Built-up  Area,2 BHK,1215.0,2.0,0.0,40.0
2632,Super built-up  Area,2 BHK,1200.0,2.0,2.0,49.5
2633,Plot  Area,4 BHK,450.0,3.0,1.0,53.0
2634,Super built-up  Area,2 BHK,1200.0,2.0,2.0,60.0
2635,Built-up  Area,2 BHK,945.0,2.0,2.0,50.0
2636,Super built-up  Area,4 BHK,4460.0,5.0,,650.0
2637,Super built-up  Area,2 BHK,1175.0,2.0,1.0,52.0
2638,Super built-up  Area,2 BHK,920.0,2.0,1.0,63.0
2639,Super built-up  Area,4 BHK,3024.0,5.0,1.0,350.0
2640,Plot  Area,2 BHK,1600.0,2.0,2.0,110.0
2641,Plot  Area,4 BHK,750.0,2.0,0.0,110.0
2642,Plot  Area,4 BHK,2400.0,4.0,,700.0
2643,Built-up  Area,2 BHK,955.0,1.0,2.0,34.01
2644,Super built-up  Area,3 BHK,1750.0,3.0,3.0,100.0
2645,Super built-up  Area,3 BHK,1425.0,2.0,2.0,64.0
2646,Super built-up  Area,3 BHK,2150.0,3.0,2.0,265.0
2647,Super built-up  Area,2 BHK,1165.0,2.0,1.0,40.5
